Questions,options,answer
31) Which of the following that determines the need for the Circular Queue?,"['', 'Avoid wastage of memory', 'Access the Queue using priority', 'Follows the FIFO principle', 'None of the above', '']","
Answer: a
Explanation: The answer is a, i.e., Avoid wastage of memory. In a linear queue, there are chances of wastage of memory because if the rear is pointing to the last element whereas the front is pointing to the element other than the first element; it means that spaces allocated before the front are free, but it cannot be reused as rear cannot be incremented. In contrast, the last element is connected to the first element in a circular queue; if initial spaces are vacant, then rear can be incremented by using the statement (rear+1) mod max where max is the size of the array. Therefore, we conclude that the circular queue avoids wastage of memory.
"
32) Which one of the following is the correct way to increment the rear end in a circular queue?,"['', 'rear =rear+1', '(rear+1) % max', '(rear % max) + 1', 'None of the above', '']","
Answer: b
Explanation: The answer is b. It ensures that the rear will have the value from 0 to max-1; if the rear end points to the last position, and we increment the rear end using (rear+1) % max, then rear will point to the first position in the queue.
"
33) Consider the following code.,"['', 'Enqueue', 'Dequeue', 'Return the front element', 'Both b and c', '']","
Answer: d
Explanation: The answer is d because two operations are performed in the above code. The first one is returning the value of the front with the help of the statement n=q[front], and the second operation is dequeue (deleting an element) by using the statement front++. 
"
"34) In the linked list implementation of queue, where will the new element be inserted?","['', 'At the middle position of the linked list', 'At the head position of the linked list', 'At the tail position of the linked list', 'None of the above', '']","
Answer: c
Explanation: The answer is c. If the queue is implemented using linked list, then the new element will be inserted at the tail position of the linked list as Queue follows FIFO principle in which new element will always be added at the end of the Queue.
"
35) How many Queues are required to implement a Stack?,"['', '3', '2', '1', '4', '']","
Answer: b
Explanation: The answer is b because one queue is required to perform the push operation while the other queue is used to perform the pop operation.
"
36) Which one of the following is not the application of the Queue data structure?,"['', 'Resource shared between various systems', 'Data is transferred asynchronously', 'Load balancing', 'Balancing of symbols', '']","
Answer: d
Explanation:
The answer is d. The options a, b, and c are the applications of the Queue data structure while option d, i.e., balancing of symbols is not the application of the Queue data structure. The option a, i.e., resource shared between various system is the application of the Queue data structure as it allows to align all the requests for the resource in a queue. The option b, i.e., data is transferred asynchronously is a application of the Queue data structure. Here asynchronously means that the data received at the different rate as sent.
The option c, i.e., load balancing is also an application of the Queue data structure because all the requests from the client are stored in the Queue, and it distributes the requests to the client one by one.
The option d, i.e., balancing of symbols is an application of the stack data structure.
"
37) Which of the following option is true if implementation of Queue is from the linked list?,"['', 'In enqueue operation, new nodes are inserted from the beginning and in dequeue operation, nodes are removed from the end.', 'In enqueue operation, new nodes are inserted from the end and in dequeue operation, nodes are deleted from the beginning.', 'In enqueue operation, new nodes are inserted from the end and in dequeue operation, nodes are deleted from the end.', 'Both a and b', '']","
Answer: d
Explanation: The answer is d. As we know that Queue has two ends, i.e., one for the insertion and another one for the deletion. If Queue is implemented using Linked list then it can be done in either of the ways.
"
38) The necessary condition to be checked before deletion from the Queue is__,"['', 'Overflow', 'Underflow', 'Rear value', 'Front value', '']","
Answer: b
Explanation: The answer is b, i.e., Underflow. Before deleting an element from the Queue, we first need to check whether the Queue is empty or not.
"
39) Which data structure is the best for implementing a priority queue?,"['', 'Stack', 'Linked list', 'Array', 'Heap', '']","
Answer: d
Explanation: The answer is d, i.e., Heap. All the data structures that are given in the above options can be used to implement a priority queue but the most efficient way of implementing a priority queue is heap data structure. 
"
40) Which of the following principle is used if two elements in the priority queue have the same priority?,"['', 'LIFO', 'FIFO', 'Linear tree', 'None of the above', '']","
Answer: b
Explanation: The answer is b, i.e., FIFO. In a priority queue, if two or more elements have the same priority then they are arranged based on the FIFO principle.
"
41) Which of the following statement is not true regarding the priority queue?,"['', 'Processes with different priority can be easily handled', 'Easy to implement', 'Deletion is easier', 'None of the above', '']","
Answer: c
Explanation: The answer is c. i.e., deletion is easier. In worst case, the deletion is not easier as we have to traverse to the n elements until the element to be removed is not found.
"
42) A linear data structure in which insertion and deletion operations can be performed from both the ends is___,"['', 'Queue', 'Deque', 'Priority queue', 'Circular queue', '']","
Answer: b
Explanation: The answer is b, i.e., Deque. The deque is a data structure in which both insertion and deletion can be performed from both the ends whereas, in Queue, insertion can be done from one end and deletion can be performed from another end.
"
"43) In the Deque implementation using singly linked list, what would be the time complexity of deleting an element from the rear end?","['', 'O(1)', 'O(n2)', 'O(n)', 'O(nlogn)', '']","
Answer: O(n)
Explanation: The answer is O(n) because we need to traverse till the n element to delete the element from the rear end.
"
44) Which of the following data structure allows you to insert the elements from both the ends while deletion from only one end?,"['', 'Input-restricted queue', 'Output-restricted queue', 'Priority queue', 'None of the above', '']","
Answer: b
Explanation: The answer is b. The output-restricted queue is one of the types of the Deque data structure in which insertion is allowed from both the ends but the deletion is allowed from only one end.
"
45) What would be the output after performing the following operations in a Deque?,"['', '10, 20, 30', '50, 10, 30', '40, 20, 30', 'None of the above', '']","
Answer: b
Explanation:
The answer is b.
Let's dry run the above code.
When insertfront(10) is called, deque would be:
10
When insertfront(20) is called, the deque would be:
20 10
When insertrear(30) is called, the deque would be:
20 10 30
When insertrear(40) is called, the deque would be:
20 10 30 40
When deletefront() is called, the deque would be:
10 30 40
When insertfront(50) is called, the deque would be:
50 10 30 40
When deleterear() is called, the deque would be:
50 10 30
"
"46) In a circular queue implementation using array of size 5, the array index starts with 0 where front and rear values are 3 and 4 respectively. Determine the array index at which the insertion of the next element will take place.","['', '5', '0', '1', '2', '']","
Answer: b
Explanation: The answer is b, i.e., 0. As it is mentioned in the question that the size of the array is 5; therefore, the range would be from 0 to 4. In a circular queue, the last element is connected to the first element; the value of rear is 4 so when we increment the value then it will point to the 0th position of the array.
"
"47) If circular queue is implemented using array having size MAX_SIZE in which array index starts with 0, front points to the first element in the queue, and rear points to the last element in the queue. Which one of the following conditions used to specify that the circular queue is empty?","['', 'Front=rear= -1', 'Front=rear=0', 'Front=rear+1', 'None of the above', '']","
Answer: a
Explanation: The answer is a, i.e., front=rear= -1. When the circular queue is empty means that no element is available in the queue then the front and rear are initialized with a -1 value. 
"
48) Consider the implementation of the singly linked list having the head pointer only in the representation. Which of the following operations can be performed in O(1) time?,"['', 'ii', 'both ii and iii', 'both i and iv', 'both i and ii', '']","
Answer: b
Explanation: The answer is b. As it is mentioned in the above question that there is only head pointer pointing to the front node in the list so it will take O(1) time to insert at the front as well as to delete the first node from the list. If we try to insert the node at the end or delete the last node then it will take O(n) time as we need to traverse till the n elements.
"
49) What would be the time complexity if user tries to insert the element at the end of the linked list (head pointer is known)?,"['', 'O(1)', 'O(n)', 'O(logn)', 'O(nlogn)', '']","
Answer: b
Explanation: The answer is b, i.e., O(n). As it is mentioned in the above question that head pointer is known, so to insert the node at the end of the linked list; we have to traverse till the nth node. Therefore, the time complexity would be O(n).
"
50) Which of the following is the time complexity to search an element in the linked list?,"['', 'O(1)', 'O(n)', 'O(logn)', 'O(nlogn)', '']","
Answer: O(n)
Explanation: The answer is O(n). The worst-case time complexity to search an element in the linked list is O(n) because if we have to find the last element then we need to traverse till the nth node.
"
51) Consider the following code,"['', 'ptr= (node*)malloc(sizeof(node*))', 'ptr=(node)malloc(sizeof(node))', 'ptr=(node*)malloc(sizeof(node))', 'None of the above', '']","
Answer: c
Explanation: The answer is c, i.e., ptr=(node*)malloc(sizeof(node)). In this statement, we have used a malloc() function for allocating the memory to the node and ptr is a pointer variable that will point to the newly created node.
"
52) Which of the following statement is not true about the doubly linked list?,"['', 'We can traverse in both the directions.', 'It requires extra space', 'Implementation of doubly linked list is easier than the singly linked list', 'It stores the addresses of the next and the previous node', '']","
Answer: c
Explanation: The answer is c. The implementation of doubly linked list is complex as compared to singly linked list as it needs to store the addresses of the two nodes, i.e., the previous and the next node. If we insert or delete the node from the doubly linked list then it needs to adjust two pointers, previous and the next pointer.
"
53) What is the maximum number of children that a node can have in a binary tree?,"['', '3', '1', '4', '2', '']","
Answer: d
Explanation: The answer is d. The binary tree can contain utmost two children.
"
54) Which one of the following techniques is not used in the Binary tree?,"['', 'Randomized traversal', 'Preorder traversal', 'Postorder traversal', 'Inorder traversal', '']","
Answer: a
Explanation: The answer is a. The binary tree contains three traversal techniques, preorder, postorder and inorder traversal.
"
55) Which of the following options is not true about the Binary Search tree?,"['', 'The value of the left child should be less than the root node', 'The value of the right child should be greater than the root node.', 'The left and right sub trees should also be a binary search tree', 'None of the above', '']","
Answer: d
Explanation: The answer is d. All the three options, i.e., a, b and c are true for the binary search tree. In binary search tree, the left child should be less than the root node and the right child should be greater than the value of the root node.
"
56) How can we define a AVL tree?,"['', 'A tree which is binary search tree and height balanced tree.', 'A tree which is a binary search tree but unbalanced tree.', 'A tree with utmost two children', 'A tree with utmost three children', '']","
Answer: a
Explanation: The answer is a. An AVL tree is a binary search tree and height balanced tree.
"
57) Why do we prefer Red Black tree over AVL tree?,"['', 'Red Black trees are not strictly balanced', 'Red black tree requires lesser rotations than AVL tree.', 'AVL tree needs more space to store the balance factor.', 'Both b and c', '']","
Answer: d
Explanation: The answer is d. Red Black tree requires fewer rotations for inserting or deleting the node whereas AVL tree requires multiple rotations to balance the tree. AVL tree stores balance factor per node that requires space whereas Red Black tree stores 1-bit information.
"
58) Which of the following satisfies the property of the Red Black tree?,"['', 'A tree which is a binary search tree but not strictly balanced tree.', 'A node must be either Red or Black in color and root node must be black.', 'A tree with maximum three children', 'Both a and b', '']","
Answer: d
Explanation: The answer is d. Red black tree is a binary search tree but it is not a strictly balanced tree like AVL tree. In Red Black tree, a node must be either in Black or Red in color and root node must be in Black color.
"
59) What would be the color of newly created node while inserting a new element in a Red black tree?,"['', 'Black, if the new node is not a root node', 'Red, if the new node is not a root node', 'Black, if the new node is a root node', 'Both b and c', '']","
Answer: d
Explanation: The answer is d. The property of Red Black tree is that if the newly created node is a root node then the color of the node would be Black otherwise the color of the node would be Red.
"
60) Identify the AVL tree among the following options?,"['', 'A', 'C', 'Both A and C', 'B', '']","
Answer: c
Explanation: The answer is c. Both A and C are the AVL trees but B is not a AVL tree. As we know that balance factor of every node in AVL tree should be either -1, 0 or 1. But in case of B, the balance factor of node 80 is 2, so it is not a AVL tree.
"
